City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
276,Srivardhan,IN,18.0333,73.0167,77.85,89,100,6.89,overcast clouds
277,Batagay,RU,67.6333,134.6333,34.61,78,100,6.6,overcast clouds
278,Lahij,YE,13.1667,44.5833,89.22,36,100,6.64,overcast clouds
279,Santa Fe,AR,-31.6333,-60.7,81.01,33,44,11.99,light rain
280,Miandrivazo,MG,-19.5167,45.4667,73.29,71,3,1.79,clear sky
281,Kodiak,US,57.79,-152.4072,49.51,93,100,3.44,moderate rain
282,Zhovtneve,UA,50.6637,24.2492,54.1,72,81,4.34,broken clouds
283,San Jose,US,37.3394,-121.895,81.84,49,0,5.75,clear sky
284,La Paz,BO,-16.5,-68.15,60.78,33,75,6.91,broken clouds
285,Ponta Do Sol,PT,32.6667,-17.1,75.83,83,2,3.91,clear sky
286,Kedrovyy,RU,56.1667,91.8167,30.61,64,100,2.71,overcast clouds
287,Guiratinga,BR,-16.3494,-53.7583,94.48,24,58,8.3,broken clouds
288,Pemangkat,ID,1.1667,108.9667,77.56,88,99,4.47,light rain
289,Kirakira,SB,-10.4544,161.9205,79.38,83,28,4.88,scattered clouds
290,Alta Floresta,BR,-9.8756,-56.0861,98.42,34,20,6.91,smoke
291,Haines Junction,CA,60.7522,-137.5108,48.15,61,51,2.3,broken clouds
292,Saint-Joseph,RE,-21.3667,55.6167,68.38,82,37,15.21,light rain
293,Juneau,US,58.3019,-134.4197,54.99,92,75,5.75,light rain
294,Hofgeismar,DE,51.4833,9.4,54.05,74,94,14.61,overcast clouds
295,Rawatsar,IN,29.2833,74.3833,84.96,62,0,17.83,clear sky
296,Goma,CD,-1.6792,29.2228,63.88,80,44,3.89,scattered clouds
297,Nemuro,JP,43.3236,145.575,63.95,86,100,8.48,overcast clouds
298,Markova,UA,48.6758,24.4138,53.28,86,100,4.97,overcast clouds
299,Kamaishi,JP,39.2667,141.8833,69.89,90,100,7.07,overcast clouds
300,Danesti,RO,46.5167,25.75,55.81,91,81,3.13,broken clouds
301,Haapiti,PF,-17.5667,-149.8667,80.33,61,12,20.24,few clouds
302,Dawlatabad,AF,36.4141,64.9053,72.27,13,0,4.34,clear sky
303,Sitka,US,57.0531,-135.33,58.89,58,75,11.5,broken clouds
304,Sechura,PE,-5.5569,-80.8222,76.37,59,35,14.27,scattered clouds
305,Hasaki,JP,35.7333,140.8333,70.29,75,100,11.74,overcast clouds
306,Hammerfest,NO,70.6634,23.6821,45.05,100,75,17.27,broken clouds
307,Waverly,US,42.7392,-84.6208,80.76,59,0,8.05,clear sky
308,Maniitsoq,GL,65.4167,-52.9,45.75,90,100,9.13,overcast clouds
309,Diamantino,BR,-14.4086,-56.4461,96.6,25,26,6.69,scattered clouds
310,Camacha,PT,33.0833,-16.3333,72.82,83,75,13.8,broken clouds
311,Svetlaya,RU,46.5389,138.3297,54.45,82,100,2.91,overcast clouds
312,Komsomolskiy,UZ,40.4272,71.7189,66.92,45,100,6.91,overcast clouds
313,Jijiga,ET,9.35,42.8,66.04,69,37,9.91,scattered clouds
314,Buraydah,SA,26.326,43.975,91.85,18,0,9.91,clear sky
315,Bethel,US,41.3712,-73.414,74.55,46,0,9.22,clear sky
316,Marzuq,YE,14.4,46.4667,82.51,41,100,3.6,overcast clouds
317,Bandarbeyla,SO,9.4942,50.8122,77.81,81,100,29.44,overcast clouds
318,Bengkulu,ID,-3.8004,102.2655,74.86,91,100,4.21,overcast clouds
319,Farmington,US,36.7281,-108.2187,81.77,29,0,10.36,clear sky
320,Namibe,AO,-15.1961,12.1522,67.15,87,100,10.22,overcast clouds
321,Kumluca,TR,36.3703,30.2869,79.83,60,0,4.18,clear sky
322,Birao,CF,10.2849,22.7882,70.99,97,84,5.99,broken clouds
323,San Jeronimo,PE,-11.9472,-75.2829,60.78,48,72,6.13,broken clouds
324,Belaya Gora,RU,68.5333,146.4167,33.69,86,95,1.79,overcast clouds
325,Khilok,RU,51.3674,110.4676,38.79,99,100,9.26,moderate rain
326,Cabedelo,BR,-6.9811,-34.8339,81.27,70,53,10.89,broken clouds
327,Lorengau,PG,-2.0226,147.2712,81.28,72,100,7.49,overcast clouds
328,Nuuk,GL,64.1835,-51.7216,52.41,82,75,6.91,broken clouds
329,Ploufragan,FR,48.4914,-2.7946,58.86,72,0,5.75,clear sky
330,Ahuimanu,US,21.4447,-157.8378,83.86,72,40,3.44,scattered clouds
331,Mabaruma,GY,8.2,-59.7833,85.53,69,100,6.53,overcast clouds
332,Jieshi,CN,22.8134,115.8257,79.92,77,6,4.07,clear sky
333,The Valley,AI,18.217,-63.0578,87.66,74,40,17.27,scattered clouds
334,Dilla,ET,6.41,38.31,62.56,87,100,4.32,overcast clouds
335,Vao,NC,-22.6667,167.4833,70.79,69,99,13.98,overcast clouds
336,Ancud,CL,-41.8697,-73.8203,48.22,53,97,10.56,overcast clouds
337,Ketchikan,US,55.3422,-131.6461,55.87,76,40,12.66,scattered clouds
338,Rudbar,AF,30.15,62.6,82.85,14,0,10.89,clear sky
339,Nong Kung Si,TH,16.65,103.3,79.83,99,100,3.4,overcast clouds
340,Yeppoon,AU,-23.1333,150.7333,65.98,95,8,4.09,clear sky
341,Iskateley,RU,67.6803,53.1512,49.35,94,100,9.93,overcast clouds
342,Culebra,PR,18.303,-65.301,84.29,76,100,21.9,overcast clouds
343,Lagoa,PT,39.05,-27.9833,72.95,85,45,14.12,light rain
344,Kimbe,PG,-5.5502,150.1429,74.77,94,77,2.75,broken clouds
345,Tezu,IN,27.9167,96.1667,73.51,97,19,3.62,few clouds
346,Ballina,AU,-28.8667,153.5667,63.01,96,100,4.38,overcast clouds
347,Kodaikanal,IN,10.2333,77.4833,55.04,87,70,3.06,broken clouds
348,Margate,GB,51.3813,1.3862,55.87,65,89,11.01,overcast clouds
349,Rovnoye,RU,50.7765,46.0509,59.5,92,95,3.85,overcast clouds
350,Matagami,CA,49.7502,-77.6328,55.51,50,0,9.22,clear sky
351,Eyl,SO,7.9803,49.8164,77.18,83,81,22.39,broken clouds
352,Geraldton,AU,-28.7667,114.6,46.81,93,40,0.0,scattered clouds
353,Nanakuli,US,21.3906,-158.1547,84.11,65,0,6.91,clear sky
354,Xuddur,SO,4.1213,43.8894,74.57,67,100,16.93,overcast clouds
355,Krugersdorp,ZA,-26.0858,27.7752,70.21,27,89,2.82,overcast clouds
356,Arica,CL,-18.475,-70.3042,71.15,67,0,10.36,clear sky
357,Nantucket,US,41.2835,-70.0995,73.51,43,0,14.97,clear sky
358,Laguna,US,38.421,-121.4238,79.29,50,0,4.61,clear sky
359,Veere,NL,51.5483,3.6667,58.98,77,75,14.97,light rain
360,Hami,CN,42.8,93.45,61.43,21,4,3.13,clear sky
361,Balakhta,RU,55.38,91.6,46.04,55,100,5.14,overcast clouds
362,Tottori,JP,35.5,134.2333,73.11,78,99,6.4,overcast clouds
363,Cardston,CA,49.2,-113.3019,68.29,37,50,6.91,scattered clouds
364,Atikokan,CA,48.7555,-91.6216,51.89,98,100,9.93,moderate rain
365,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.29,91,100,19.39,overcast clouds
366,Viedma,AR,-40.8135,-62.9967,71.83,30,100,7.92,overcast clouds
367,Byron Bay,AU,-28.65,153.6167,62.94,83,100,3.89,overcast clouds
368,Mount Gambier,AU,-37.8333,140.7667,48.22,95,100,14.14,light rain
369,Mandurah,AU,-32.55,115.7,51.91,75,99,3.71,overcast clouds
370,Sabang,ID,5.8933,95.3214,82.35,76,26,16.91,scattered clouds
371,Pangody,RU,65.85,74.4859,50.74,75,100,7.61,overcast clouds
372,Pisco,PE,-13.7,-76.2167,62.65,77,12,11.5,dust
373,Ikongo,MG,-21.8833,47.4333,60.1,97,23,2.24,few clouds
374,Chara,RU,56.9064,118.2631,38.75,74,87,1.77,overcast clouds
375,Hovd,MN,48.0056,91.6419,43.83,66,90,3.11,overcast clouds
376,Roald,NO,62.5833,6.1333,53.76,87,75,17.27,light intensity drizzle
377,Kendari,ID,-3.945,122.4989,73.2,94,100,3.4,overcast clouds
378,Gidole,ET,5.65,37.3667,63.1,51,100,2.1,overcast clouds
379,Zhuhai,CN,22.2769,113.5678,87.85,79,20,4.61,few clouds
380,Mitsamiouli,KM,-11.3847,43.2844,75.18,73,0,4.18,clear sky
381,Kamenka,RU,51.3223,42.7678,59.88,94,100,7.18,light rain
382,Bouake,CI,7.6895,-5.0218,71.71,100,40,6.91,thunderstorm
383,Luwuk,ID,-0.9516,122.7875,75.25,78,100,3.56,overcast clouds
384,Hokitika,NZ,-42.7167,170.9667,50.41,79,99,3.96,overcast clouds
385,Port Hardy,CA,50.6996,-127.4199,59.18,67,75,2.3,broken clouds
386,Plouzane,FR,48.3833,-4.6167,55.45,79,0,10.36,clear sky
387,Nowy Dwor Gdanski,PL,54.2131,19.1177,53.37,67,97,15.82,overcast clouds
388,Shu,KZ,43.5983,73.7614,58.86,25,13,0.81,few clouds
389,Mondlo,ZA,-27.983,30.7177,68.97,32,4,6.73,clear sky
390,Bagotville,AU,-28.9833,153.4167,62.85,96,100,5.06,overcast clouds
391,Sortland,NO,68.6949,15.4162,51.76,83,100,3.47,overcast clouds
392,Klaksvik,FO,62.2266,-6.589,47.32,79,88,16.11,overcast clouds
393,Samana,DO,19.2056,-69.3369,84.42,84,75,6.91,broken clouds
394,Itoman,JP,26.1247,127.6694,83.17,92,75,20.71,broken clouds
395,Mehamn,NO,71.0357,27.8492,46.31,87,75,11.5,broken clouds
396,Mokrousovo,RU,55.8103,66.7653,50.68,50,100,10.87,overcast clouds
397,Temple,US,31.0982,-97.3428,92.64,54,20,4.61,few clouds
398,Pandan,PH,14.0453,124.1694,80.55,77,90,9.55,overcast clouds
399,Araouane,ML,18.9048,-3.5265,101.61,13,11,5.46,few clouds
400,Kieta,PG,-6.2167,155.6333,77.97,77,9,3.15,clear sky
401,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.0,80,100,17.98,overcast clouds
402,Brookhaven,US,31.5791,-90.4407,87.24,44,0,2.06,clear sky
403,Tabas,IR,33.5959,56.9244,85.23,10,0,4.36,clear sky
404,Ust-Kuyga,RU,70.0167,135.6,30.63,85,100,4.21,overcast clouds
405,Sena Madureira,BR,-9.0656,-68.6569,95.14,28,98,2.66,overcast clouds
406,Whitianga,NZ,-36.8333,175.7,51.84,76,19,2.28,few clouds
407,Lanas,PH,12.0495,121.9185,81.88,75,97,18.03,overcast clouds
408,Saint-Denis,FR,48.9167,2.3333,57.69,68,0,8.05,clear sky
409,Bhatkal,IN,13.9667,74.5667,77.34,87,100,4.5,overcast clouds
410,Poum,NC,-20.2333,164.0167,74.19,74,0,18.97,clear sky
411,Mount Isa,AU,-20.7333,139.5,74.97,22,75,10.36,broken clouds
412,Flin Flon,CA,54.7682,-101.865,64.24,55,40,5.75,scattered clouds
413,Coihaique,CL,-45.5752,-72.0662,46.35,39,40,6.91,scattered clouds
414,Luau,AO,-10.7073,22.2247,76.42,30,100,2.68,overcast clouds
415,Darhan,MN,49.4867,105.9228,40.68,88,67,4.41,broken clouds
416,Axim,GH,4.8699,-2.2405,75.09,91,93,6.98,overcast clouds
417,Bloomingdale,US,27.8936,-82.2404,88.27,77,75,3.44,broken clouds
418,Jumla,NP,29.2747,82.1838,58.73,95,100,2.44,overcast clouds
419,Vienna,AT,48.2085,16.3721,60.01,83,20,23.0,few clouds
420,Baghdad,IQ,33.3406,44.4009,85.91,23,0,9.22,clear sky
421,Middelburg,ZA,-25.7751,29.4648,68.41,28,98,12.66,overcast clouds
422,Benghazi,LY,32.1167,20.0667,78.58,60,0,11.27,clear sky
423,Ilulissat,GL,69.2167,-51.1,42.82,81,40,10.36,scattered clouds
424,Mongu,ZM,-15.2484,23.1274,70.07,27,50,6.22,scattered clouds
425,Dhanera,IN,24.5167,72.0167,78.64,85,100,7.99,overcast clouds
426,Saint-Augustin,CA,51.226,-58.6502,49.59,72,100,18.3,overcast clouds
427,Riohacha,CO,11.5444,-72.9072,71.71,100,75,11.5,broken clouds
428,Spring Hill,US,28.4769,-82.5255,88.99,66,20,3.44,few clouds
429,Toguchin,RU,55.2353,84.3858,40.57,84,13,4.21,few clouds
430,Tessalit,ML,20.1986,1.0114,96.75,18,99,9.06,overcast clouds
431,Wamba,NG,8.9333,8.6,72.88,94,98,2.04,light rain
432,Whitley Bay,GB,55.0397,-1.4471,51.71,71,0,8.05,clear sky
433,Syasstroy,RU,60.1367,32.5691,49.06,89,55,7.61,broken clouds
434,Grand Gaube,MU,-20.0064,57.6608,71.38,71,1,8.99,clear sky
435,Derbent,RU,42.0678,48.2899,69.57,78,57,7.78,broken clouds
436,Nambour,AU,-26.6333,152.95,69.85,99,100,1.01,overcast clouds
437,Havelock,US,34.8791,-76.9013,84.18,55,0,1.01,clear sky
438,Lapeer,US,43.0514,-83.3188,84.25,32,40,4.61,scattered clouds
439,Gulu,UG,2.7746,32.299,63.09,97,77,4.52,broken clouds
440,Peachland,CA,49.7665,-119.7357,69.67,60,35,4.61,scattered clouds
441,Ialibu,PG,-6.2821,143.9935,56.55,96,88,1.5,overcast clouds
442,Tadine,NC,-21.55,167.8833,69.98,70,13,10.02,few clouds
443,Santa Maria,BR,-29.6842,-53.8069,72.7,53,20,14.97,few clouds
444,Dakar,SN,14.6937,-17.4441,85.08,80,8,8.7,clear sky
445,Ajdabiya,LY,30.7554,20.2263,77.07,58,0,7.67,clear sky
446,Staunton,US,38.1496,-79.0717,82.65,43,0,3.44,clear sky
447,Tomatlan,MX,19.9333,-105.25,87.84,68,60,9.84,broken clouds
448,Huntsville,US,34.7304,-86.5861,86.13,51,40,8.05,scattered clouds
449,Eloy,US,32.7559,-111.5548,94.96,30,0,6.42,clear sky
450,Urumqi,CN,43.801,87.6005,52.75,38,0,2.24,clear sky
451,Hibbing,US,47.4272,-92.9377,60.39,78,100,8.05,mist
452,Lexington,US,37.9887,-84.4777,86.14,41,0,3.44,clear sky
453,Bassila,BJ,9.0081,1.6654,71.83,98,84,4.5,broken clouds
454,Port Macquarie,AU,-31.4333,152.9167,54.9,66,100,7.54,overcast clouds
455,Phan Thiet,VN,10.9333,108.1,78.06,86,100,8.43,light rain
456,Vanavara,RU,60.34,102.2797,40.44,91,100,6.64,overcast clouds
457,Kloulklubed,PW,7.0419,134.2556,75.7,66,100,1.34,overcast clouds
458,Oda,JP,35.1833,132.5,72.95,78,100,6.6,overcast clouds
459,San Luis,AR,-33.295,-66.3356,76.53,16,90,18.5,overcast clouds
460,Ati,TD,13.2154,18.3353,76.12,86,100,14.38,moderate rain
461,Antropovo,RU,58.3988,43.0066,52.48,74,100,8.9,overcast clouds
462,Broken Hill,AU,-31.95,141.4333,46.65,67,5,16.44,clear sky
463,Korla,CN,41.7597,86.1469,69.42,21,0,9.82,clear sky
464,Vangaindrano,MG,-23.35,47.6,65.79,92,19,5.55,light rain
465,Mungwi,ZM,-10.1732,31.3694,68.63,37,50,4.94,scattered clouds
466,Riyadh,SA,24.6877,46.7219,89.74,18,1,7.47,clear sky
467,Teya,RU,60.3778,92.6267,37.92,97,81,3.67,broken clouds
468,Port Lincoln,AU,-34.7333,135.8667,53.47,74,100,26.82,overcast clouds
469,Shingu,JP,33.7333,135.9833,78.08,93,100,17.38,overcast clouds
470,Snezhnogorsk,RU,69.1933,33.2531,46.18,99,100,9.22,overcast clouds
471,Tornio,FI,65.8481,24.1466,51.82,91,100,15.79,overcast clouds
472,Palu,ID,-0.8917,119.8707,74.34,93,100,2.77,overcast clouds
473,Clonakilty,IE,51.6231,-8.8706,56.41,71,6,4.94,clear sky
474,Vanimo,PG,-2.6741,141.3028,77.85,86,100,5.79,heavy intensity rain
475,Oktyabrskoye,RU,43.0645,44.7417,60.94,77,48,6.71,scattered clouds
476,Kodinar,IN,20.7903,70.7031,80.37,80,99,10.63,overcast clouds
477,Salina Cruz,MX,16.1667,-95.2,79.74,82,96,3.91,overcast clouds
478,Lewiston,US,44.1003,-70.2148,67.41,51,0,20.71,clear sky
479,Oistins,BB,13.0667,-59.5333,87.89,74,40,18.41,scattered clouds
480,Edd,ER,13.9297,41.6925,89.37,73,26,6.58,scattered clouds
481,Feicheng,CN,35.2606,117.9675,64.89,97,7,1.77,clear sky
482,Moose Factory,CA,51.2585,-80.6094,59.0,47,0,5.75,clear sky
483,Ugoofaaru,MV,5.6667,73.0,81.61,73,21,7.2,few clouds
484,Sendhwa,IN,21.6833,75.1,71.78,97,72,6.71,broken clouds
485,Gillette,US,44.2911,-105.5022,72.1,53,0,9.22,clear sky
486,Vibo Valentia,IT,38.6996,16.1274,72.19,68,3,0.2,clear sky
487,Katobu,ID,-4.9408,122.5276,73.42,91,100,2.57,overcast clouds
488,Pitimbu,BR,-7.4706,-34.8086,81.19,68,12,10.89,few clouds
489,Hauterive,FR,46.0901,3.4459,57.96,69,100,4.03,overcast clouds
490,Ambilobe,MG,-13.2,49.05,68.7,72,7,4.99,clear sky
491,Zapolyarnyy,RU,69.4154,30.8136,43.88,98,100,16.71,overcast clouds
492,Kadoma,JP,34.7333,135.5833,81.18,61,100,17.27,overcast clouds
493,Gayny,RU,60.3071,54.3241,47.41,80,51,4.56,broken clouds
494,Mandalgovi,MN,45.7625,106.2708,37.22,77,54,20.62,broken clouds
495,Mendi,PG,-6.1761,143.6513,55.49,97,98,2.51,overcast clouds
496,Novoagansk,RU,61.9449,76.6625,46.45,81,77,6.46,broken clouds
497,Yelizovo,RU,53.1873,158.3805,33.94,100,0,4.47,clear sky
498,Matara,LK,5.9485,80.5353,76.26,87,12,9.82,few clouds
499,Batsfjord,NO,70.6345,29.7185,46.33,100,75,19.57,broken clouds
500,Kenora,CA,49.8167,-94.4337,52.77,100,100,11.5,moderate rain
501,Den Helder,NL,52.9599,4.7593,58.98,69,100,20.0,overcast clouds
502,Nyurba,RU,63.2842,118.3319,40.69,91,94,8.61,overcast clouds
503,Stanceni,RO,46.9833,25.2333,54.36,81,100,1.16,overcast clouds
504,Cap Malheureux,MU,-19.9842,57.6142,71.47,71,0,8.99,clear sky
505,Ecoporanga,BR,-18.3733,-40.8306,84.69,43,37,10.65,scattered clouds
506,Dallas,US,32.7668,-96.7836,93.49,54,40,10.36,scattered clouds
507,Minab,IR,27.1467,57.0801,88.12,74,13,0.0,few clouds
508,Dunedin,NZ,-45.8742,170.5036,45.81,67,7,3.0,clear sky
509,Kontagora,NG,10.3999,5.4695,73.56,92,96,2.82,overcast clouds
510,Pasni,PK,25.2631,63.471,79.56,88,54,8.12,broken clouds
511,Takoradi,GH,4.8845,-1.7554,75.45,89,73,6.91,broken clouds
512,Okha,RU,53.5739,142.9478,43.84,80,17,6.46,few clouds
513,Harper,LR,4.375,-7.7169,76.96,84,96,12.71,light rain
514,Laredo,US,27.5064,-99.5075,89.89,55,40,10.36,scattered clouds
515,Darab,IR,28.7519,54.5444,81.5,13,0,2.68,clear sky
516,Lafiagi,NG,8.8667,5.4167,77.09,90,91,5.01,overcast clouds
517,Pringsewu,ID,-5.3582,104.9744,74.08,94,100,2.48,overcast clouds
518,Chenzhou,CN,25.8,113.0333,72.93,58,1,2.3,clear sky
519,Oranjemund,NA,-28.55,16.4333,57.56,89,100,9.1,overcast clouds
520,Monywa,MM,22.1167,95.1333,79.77,82,84,5.93,broken clouds
521,Alexandria,EG,31.2156,29.9553,73.94,66,0,6.51,clear sky
522,West Bay,KY,19.3667,-81.4167,89.67,76,20,10.36,few clouds
523,Passagem Franca,BR,-6.1797,-43.7836,99.57,19,100,5.84,overcast clouds
524,Hofn,IS,64.2539,-15.2082,47.28,70,99,5.44,overcast clouds
525,Bayshore Gardens,US,27.4253,-82.5904,88.09,67,75,3.44,light rain
526,Kudahuvadhoo,MV,2.6708,72.8944,81.09,69,9,4.29,clear sky
527,Hirara,JP,24.8,125.2833,81.05,85,95,19.3,overcast clouds
528,Tura,IN,25.5198,90.2201,72.91,99,100,5.06,overcast clouds
529,Moctezuma,MX,29.8,-109.6667,92.97,27,0,2.59,clear sky
530,Pakokku,MM,21.3333,95.1,79.88,83,88,5.66,overcast clouds
531,Kainantu,PG,-6.2887,145.8655,60.21,97,100,1.12,overcast clouds
532,Sioux Lookout,CA,50.1001,-91.917,51.87,93,100,9.22,light rain
533,Hualmay,PE,-11.0964,-77.6139,66.02,73,38,9.44,scattered clouds
534,Bonavista,CA,48.6499,-53.1147,55.62,82,64,14.34,broken clouds
535,Padang,ID,-0.9492,100.3543,75.25,89,52,3.91,broken clouds
536,Kinston,US,35.2627,-77.5816,82.72,54,75,10.36,broken clouds
537,Kouqian,CN,43.6391,126.4578,60.66,98,100,4.03,overcast clouds
538,Lieto,FI,60.5103,22.4618,51.96,94,0,5.75,clear sky
539,Pinega,RU,64.7001,43.3936,48.34,98,100,5.99,overcast clouds
540,Lewistown,US,40.5992,-77.5714,81.14,70,0,0.0,clear sky
541,Ouegoa,NC,-20.35,164.4333,72.05,77,1,10.94,clear sky
542,Suchiapa,MX,16.6167,-93.0833,86.32,58,40,5.75,scattered clouds
543,Kirkland Lake,CA,48.1446,-80.0377,57.58,50,100,4.47,overcast clouds
544,Sekoma,BW,-24.4,23.8833,67.62,21,0,8.93,clear sky
545,Totma,RU,59.9747,42.7642,48.58,92,70,6.67,broken clouds
546,Mirabad,AF,30.4362,61.8383,83.68,13,0,21.79,clear sky
547,Banda Aceh,ID,5.5577,95.3222,78.85,83,53,11.12,light rain
548,Shimoda,JP,34.6667,138.95,73.11,82,100,11.97,overcast clouds
549,Abastumani,GE,41.7075,42.8457,57.96,66,47,2.8,scattered clouds
550,Aklavik,CA,68.2191,-135.0107,41.0,81,75,4.61,broken clouds
551,Yorosso,ML,12.3536,-4.7761,77.11,76,14,4.03,few clouds
552,Nador,MA,35.174,-2.9287,75.45,57,0,5.75,clear sky
553,Vaitape,PF,-16.5167,-151.75,77.97,73,86,23.35,overcast clouds
554,Chuy,UY,-33.6971,-53.4616,62.01,66,0,14.14,clear sky
